Wavelength,,,,,
nm,,,,,
Type,DurSynth_av,DurSynth_av,DurSynth_av,DurSynth_av,DurSynth_av
AA,Phe,Cys,Try,Non,Glu
experim,1,2,3,4,5
749,-0.673916,1.09465,0.505671,1.45704,-0.316079
750,-0.654545,0.973711,0.394681,1.38578,-0.389162
751,-0.724563,0.978178,0.297249,1.31904,-0.441066
752,-0.541053,1.20144,0.526781,1.46604,-0.23186
753,-0.474712,1.18597,0.464664,1.46746,-0.225666
754,-0.382496,1.20965,0.378063,1.4911,-0.153942
755,-0.23222,1.40509,0.46525,1.54435,-0.106693
756,-0.0689039,1.58306,0.702221,1.74404,-0.00483125
757,0.0440135,1.83154,0.8565,1.84274,0.164746
758,0.0517939,1.80746,0.827198,1.7246,0.108551
759,-0.09928,1.70271,0.712229,1.5721,-0.013216
760,-0.0435687,1.71466,0.796396,1.5654,0.0372726
761,-0.214741,1.48658,0.66213,1.3877,-0.144184
762,-0.31145,1.41119,0.608504,1.33466,-0.25315
763,-0.415774,1.23601,0.546604,1.26038,-0.402434
764,-0.343399,1.22197,0.558456,1.26492,-0.453357
765,-0.531125,1.07325,0.365617,1.10668,-0.637228
766,-0.78327,0.929834,0.208906,0.951867,-0.905592
767,-0.758501,1.07057,0.317115,1.14378,-0.854171
768,-0.765332,1.19484,0.546908,1.39127,-0.830832
769,-0.7294,1.27601,0.61369,1.45196,-0.868305
770,-0.685597,1.33759,0.623478,1.59806,-0.727917
771,-0.645364,1.37479,0.660795,1.71094,-0.602932
772,-0.665486,1.38056,0.670329,1.68178,-0.633464
773,-0.622929,1.47301,0.698057,1.73493,-0.555297
774,-0.463041,1.61591,0.880335,1.84083,-0.222247
775,-0.26594,1.66726,0.978886,1.94908,-0.0248755
776,-0.178521,1.54238,0.935435,1.81877,5.16583E-4
777,-0.180176,1.46469,0.802099,1.57641,0.0159693
778,-0.285693,1.19531,0.457469,1.33089,-0.182699
779,-0.0674231,1.23373,0.559001,1.43834,-0.0652906
780,-0.200809,1.11285,0.473052,1.21611,-0.121092
781,-0.283127,1.14232,0.446676,1.18545,-0.126188
782,-0.151155,1.26097,0.663154,1.27343,-0.00358297
783,-0.443807,1.0046,0.455899,1.07626,-0.254998
784,-0.443752,1.07452,0.550589,1.15173,-0.266144
785,-0.393424,1.07094,0.612248,1.21882,-0.165325
786,-0.47191,1.02249,0.660541,1.21055,-0.206251
787,-0.484357,0.992494,0.71396,1.21176,-0.187349
788,-0.459481,1.02891,0.778541,1.20844,-0.137104
789,-0.305571,1.29194,0.973297,1.3072,0.100337
790,-0.267958,1.23832,0.936119,1.2639,0.0402339
791,-0.322502,1.17423,0.838691,1.2203,0.0141553
792,-0.426972,1.23162,0.803267,1.17773,0.0211625
793,-0.342936,1.3506,0.912764,1.33018,0.0640288
794,-0.480263,1.10636,0.788597,1.14948,-0.144111
795,-0.431369,1.20755,0.74725,1.26969,-0.106329
796,-0.276632,1.35249,0.815591,1.41291,3.37994E-4
797,-0.160666,1.42254,0.934501,1.5977,0.11058
798,-0.110966,1.38681,0.983175,1.64444,0.143067
799,0.112995,1.54636,1.09813,1.73318,0.301587
800,0.0170305,1.42799,1.10509,1.7604,0.242095
